Movie_Title,Movie_ID,Budget,Cast,Crew,Studios,Genre,Keywords,Languages,Countries,Release_Data,Runtime,Gross_worldwide,Rating,Rating_Count,ListOfCertificate,Release_Year,Release_Month,Release_Day,GenreRank,SpecialMonth,CastsRank,NumLeadActors,HasTop50Actors,NumStudios,StudioRank,NumTopStudios,HasTopStudio,CountryRank,LanguageRank,keywordRank,cerRank
Man of Steel,770828,225000000,"['Henry Cavill', 'Amy Adams', 'Michael Shannon', 'Diane Lane', 'Russell Crowe', 'Antje Traue', 'Harry Lennix', 'Richard Schiff', 'Christopher Meloni', 'Kevin Costner', 'Ayelet Zurer', 'Laurence Fishburne', 'Dylan Sprayberry', 'Cooper Timberline', 'Richard Cetrone', 'Mackenzie Gray', 'Julian Richings', 'Mary Black']","['Christopher Nolan', 'Jerry Siegel', 'David S. Goyer', 'Zack Snyder']","['Warner Bros.', 'Legendary Entertainment', 'Syncopy']","['Action', 'Adventure', 'Sci-Fi']","['superhero', 'reboot', 'origin of hero', 'superhero origin', 'clark kent character']",['English'],"['United States', 'United Kingdom']",2013-06-14,143,668045518,7.0,737000,['PG-13'],2013,6,14,16.333333333333332,1,26692,0,0,3,1087,3,1,7,1,167,4
Star Wars: Episode V - The Empire Strikes Back,80684,18000000,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Billy Dee Williams', 'Anthony Daniels', 'David Prowse', 'Peter Mayhew', 'Kenny Baker', 'Frank Oz', 'Alec Guinness', 'Jeremy Bulloch', 'John Hollis', 'Jack Purvis', 'Des Webb', 'Clive Revill', 'Kenneth Colley', 'Julian Glover', 'Michael Sheard']","['Lawrence Kasdan', 'Irvin Kershner', 'Leigh Brackett', 'George Lucas']",['Lucasfilm'],"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","['famous twist', 'part of trilogy', 'the force', 'duel', 'rescue']",['English'],"['United States', 'United Kingdom']",1980-05-21,124,538375067,8.7,1200000,['PG'],1980,5,21,16.5,1,27983,4,1,1,387,1,1,7,1,148,2
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",363771,180000000,"['Tilda Swinton', 'Georgie Henley', 'William Moseley', 'Skandar Keynes', 'Anna Popplewell', 'James McAvoy', 'Jim Broadbent', 'Kiran Shah', 'James Cosmo', 'Judy McIntosh', 'Elizabeth Hawthorne', 'Patrick Kake', 'Shane Rangi', 'Brandon Cook', 'Cassie Cook', 'Morris Lupton', 'Shelly Edwards', 'Susan Haldane']","['Christopher Markus', 'Andrew Adamson', 'Ann Peacock']","['Walt Disney Pictures', 'Walden Media']","['Adventure', 'Family', 'Fantasy']","['sister sister relationship', 'based on novel', 'witch', 'santa claus character', 'the white witch character']","['English', 'German', 'Brazilian Sign Language']","['United Kingdom', 'United States']",2005-12-08,143,745013115,6.9,383000,['PG'],2005,12,8,17.666666666666668,1,12345,0,0,2,689,2,1,7,6,143,2
Inception,1375666,160000000,"['Leonardo DiCaprio', 'Joseph Gordon-Levitt', 'Elliot Page', 'Ken Watanabe', 'Tom Hardy', 'Dileep Rao', 'Cillian Murphy', 'Tom Berenger', 'Marion Cotillard', 'Pete Postlethwaite', 'Michael Caine', 'Lukas Haas', 'Tai-Li Lee', 'Claire Geare', 'Magnus Nolan', 'Taylor Geare', 'Johnathan Geare', 'Tohoru Masamune']",['Christopher Nolan'],"['Warner Bros.', 'Legendary Entertainment', 'Syncopy']","['Action', 'Adventure', 'Sci-Fi', 'Thriller']","['dream', 'ambiguous ending', 'subconscious', 'surprise ending', 'mindbender']","['English', 'Japanese', 'French']","['United Kingdom', 'United States']",2010-08-06,148,836836967,8.8,2200000,['PG-13'],2010,8,6,15.5,0,28165,0,0,3,1087,3,1,7,9,0,4
Harry Potter and the Order of the Phoenix,373889,150000000,"['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Brendan Gleeson', 'Harry Melling', 'Jason Boyd', 'Richard Macklin', 'Kathryn Hunter', 'Miles Jupp', 'Fiona Shaw', 'Richard Griffiths', 'Jessica Hynes', 'Adrian Rawlins', 'Geraldine Somerville', 'Robert Pattinson', 'Ralph Fiennes', 'Natalia Tena', 'George Harris']","['Michael Goldenberg', 'J.K. Rowling', 'David Yates']","['Warner Bros.', 'Heyday Films', 'Cool Music']","['Action', 'Adventure', 'Family', 'Fantasy', 'Mystery']","['friendship', 'argus filch character', 'abusive uncle', 'bullying', 'albus dumbledore character']","['English', 'Latin']","['United Kingdom', 'United States']",2007-07-11,138,942172396,7.5,544000,['PG-13'],2007,7,11,16.2,1,26202,3,1,3,891,2,1,7,2,126,4
Up,1049413,175000000,"['Ed Asner', 'Jordan Nagai', 'John Ratzenberger', 'Christopher Plummer', 'Bob Peterson', 'Delroy Lindo', 'Jerome Ranft', 'David Kaye', 'Elie Docter', 'Jeremy Leary', 'Mickie McGowan', 'Danny Mann', 'Donald Fullilove', 'Jess Harnell', 'Josh Cooley', 'Pete Docter', 'Mark Andrews', 'Bob Bergen']","['Bob Peterson', 'Tom McCarthy', 'Pete Docter']","['Pixar Animation Studios', 'Walt Disney Pictures']","['Animation', 'Adventure', 'Comedy', 'Drama', 'Family']","['heartfelt', 'balloon', 'talking dog', 'child in jeopardy', 'south america']",['English'],['United States'],2009-07-17,96,735099102,8.2,988000,['PG'],2009,7,17,14.0,1,17480,2,1,2,773,2,1,4,1,0,2
The Twilight Saga: Breaking Dawn - Part 2,1673434,120000000,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner', 'Peter Facinelli', 'Elizabeth Reaser', 'Ashley Greene', 'Jackson Rathbone', 'Kellan Lutz', 'Nikki Reed', 'Billy Burke', 'Chaske Spencer', 'Mackenzie Foy', 'Maggie Grace', 'Jamie Campbell Bower', 'Christopher Heyerdahl', 'Michael Sheen', 'Lateef Crowder', 'Daniel Cudmore']","['Melissa Rosenberg', 'Bill Condon', 'Stephenie Meyer']","['Summit Entertainment', 'Temple Hill Entertainment', 'Sunswept Entertainment']","['Adventure', 'Drama', 'Fantasy', 'Romance']","['seeing the future', 'mind reading', 'false accusation', 'teen movie', 'vampire']",['English'],['United States'],2012-11-16,115,829747654,5.5,241000,['PG-13'],2012,11,16,11.25,1,34594,3,1,3,1029,3,0,4,1,138,4
The Twilight Saga: New Moon,1259571,50000000,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner', 'Christina Jastrzembska', 'Billy Burke', 'Anna Kendrick', 'Michael Welch', 'Justin Chon', 'Christian Serratos', 'Ashley Greene', 'Jackson Rathbone', 'Russell Roberts', 'Cam Gigandet', 'Michael Sheen', 'Jamie Campbell Bower', 'Christopher Heyerdahl', 'Peter Facinelli', 'Curtis Caravaggio']","['Melissa Rosenberg', 'Stephenie Meyer', 'Chris Weitz']","['Temple Hill Entertainment', 'Maverick Films', 'Imprint Entertainment']","['Adventure', 'Drama', 'Fantasy', 'Romance']","['vampire', 'werewolf', 'based on novel', 'teen movie', 'astronomical object in title']","['English', 'Italian']",['United States'],2009-11-27,130,711025481,4.8,276000,['PG-13'],2009,11,27,11.25,1,30853,3,1,3,459,1,0,4,5,138,4
The Twilight Saga: Eclipse,1325004,68000000,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner', 'Xavier Samuel', 'Billy Burke', 'Justin Chon', 'Anna Kendrick', 'Michael Welch', 'Christian Serratos', 'Jackson Rathbone', 'Ashley Greene', 'Paul Jarrett', 'Iris Quinn', 'Sarah Clarke', 'Peter Facinelli', 'Elizabeth Reaser', 'Kellan Lutz', 'Nikki Reed']","['Melissa Rosenberg', 'Stephenie Meyer', 'David Slade']","['Summit Entertainment', 'Temple Hill Entertainment', 'Maverick Films']","['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance', 'Thriller']","['vampire', 'werewolf', '2000s', '2010s', 'wolf']",['English'],['United States'],2010-06-30,124,698491347,5.0,238000,['PG-13'],2010,6,30,12.333333333333334,1,28943,3,1,3,689,2,0,4,1,138,4
The Sixth Sense,167404,40000000,"['Bruce Willis', 'Haley Joel Osment', 'Toni Collette', 'Olivia Williams', 'Trevor Morgan', 'Donnie Wahlberg', 'Peter Anthony Tambakis', 'Jeffrey Zubernis', 'Bruce Norris', 'Glenn Fitzgerald', 'Greg Wood', 'Mischa Barton', 'Angelica Page', 'Lisa Summerour', 'Firdous Bamji', 'Samia Shoaib', 'Hayden Saunier', 'Janis Dardaris']",['M. Night Shyamalan'],"['Hollywood Pictures', 'Spyglass Entertainment', 'The Kennedy/Marshall Company']","['Drama', 'Mystery', 'Thriller']","['plot twist', 'surprise ending', 'single mother', 'able to see the dead', 'ghost']","['English', 'Latin', 'Spanish']",['United States'],1999-08-06,107,672806432,8.1,951000,['PG-13'],1999,8,6,9.0,0,12879,0,0,3,799,1,0,4,4,131,4
Harry Potter and the Half-Blood Prince,417741,250000000,"['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Michael Gambon', 'Dave Legeno', 'Elarica Johnson', 'Jim Broadbent', 'Geraldine Somerville', 'Bonnie Wright', 'Julie Walters', 'Helena Bonham Carter', 'Helen McCrory', 'Timothy Spall', 'Alan Rickman', 'Oliver Phelps', 'James Phelps', 'Freddie Stroma', 'Jessie Cave']","['Steve Kloves', 'J.K. Rowling', 'David Yates']","['Warner Bros.', 'Heyday Films']","['Action', 'Adventure', 'Family', 'Fantasy', 'Mystery']","['school of magic', 'hereditary gift of witchcraft', 'murder', 'friendship', 'witchcraft']","['English', 'Latin']","['United Kingdom', 'United States']",2009-07-24,153,934454096,7.6,508000,['PG'],2009,7,24,16.2,1,28681,3,1,2,718,2,1,7,2,126,2
Skyfall,1074638,200000000,"['Daniel Craig', 'Javier Bardem', 'Naomie Harris', 'Judi Dench', 'Ralph Fiennes', 'Bérénice Marlohe', 'Albert Finney', 'Ben Whishaw', 'Rory Kinnear', 'Ola Rapace', 'Helen McCrory', 'Nicholas Woodeson', 'Bill Buckhurst', 'Elize du Toit', 'Ian Bonar', 'Gordon Milne', 'Peter Basham', 'Ben Loyd-Holmes']","['Robert Wade', 'Neal Purvis', 'John Logan', 'Sam Mendes']","['Metro-Goldwyn-Mayer (MGM)', 'Columbia Pictures', 'Danjaq']","['Action', 'Adventure', 'Thriller']","['007', 'death of major character', 'official bond film', 'official james bond series', 'james bond character']","['English', 'Turkish', 'Shanghainese', 'Portuguese', 'Japanese']","['United Kingdom', 'United States', 'Turkey']",2012-11-02,143,1108569499,7.8,673000,['PG-13'],2012,11,2,15.666666666666666,1,25104,1,0,3,941,2,1,7,9,0,4
The Hobbit: An Unexpected Journey,903624,180000000,"['Martin Freeman', 'Ian McKellen', 'Richard Armitage', 'Andy Serkis', 'Ken Stott', 'Graham McTavish', 'William Kircher', 'James Nesbitt', 'Stephen Hunter', ""Dean O'Gorman"", 'Aidan Turner', 'John Callen', 'Peter Hambleton', 'Jed Brophy', 'Mark Hadlow', 'Adam Brown', 'Ian Holm', 'Elijah Wood']","['Fran Walsh', 'Peter Jackson', 'Philippa Boyens']","['Metro-Goldwyn-Mayer (MGM)', 'New Line Cinema', 'WingNut Films']","['Adventure', 'Fantasy']","['wizard', 'hobbit', 'dragon', 'dwarf', 'orc']",['English'],"['New Zealand', 'United States']",2012-12-28,169,1017003568,7.8,788000,['PG-13'],2012,12,28,17.5,1,26720,7,1,3,920,1,1,4,1,0,4
Pirates of the Caribbean: The Curse of the Black Pearl,325980,140000000,"['Johnny Depp', 'Geoffrey Rush', 'Orlando Bloom', 'Keira Knightley', 'Jack Davenport', 'Jonathan Pryce', 'Lee Arenberg', 'Mackenzie Crook', ""Damian O'Hare"", 'Giles New', 'Angus Barnett', 'David Bailie', 'Michael Berry Jr.', 'Isaac C. Singleton Jr.', 'Kevin McNally', 'Treva Etienne', 'Zoe Saldana', 'Guy Siner']","['Ted Elliott', 'Gore Verbinski', 'Terry Rossio', 'Stuart Beattie']","['Walt Disney Pictures', 'Jerry Bruckheimer Films']","['Action', 'Adventure', 'Fantasy']","['pirate', 'curse', 'undead', 'governor', 'capuchin monkey']",['English'],['United States'],2003-07-09,143,654264015,8.0,1100000,['PG-13'],2003,7,9,17.0,1,29356,5,1,2,749,2,1,4,1,0,4
Maleficent,1587310,180000000,"['Angelina Jolie', 'Elle Fanning', 'Sharlto Copley', 'Lesley Manville', 'Imelda Staunton', 'Juno Temple', 'Sam Riley', 'Brenton Thwaites', 'Kenneth Cranham', 'Sarah Flind', 'Hannah New', 'Isobelle Molloy', 'Michael Higgins', 'Ella Purnell', 'Jackson Bews', 'Angus Wright', 'Oliver Maltman', 'Gary Cargill']","['Milt Banta', 'Linda Woolverton', 'Charles Perrault', 'Robert Stromberg']","['Jolie Pas', 'Roth Films', 'Walt Disney Pictures']","['Adventure', 'Family', 'Fantasy', 'Romance']","['dark fantasy', 'curse', 'literary adaptation', 'kiss', 'sleeping beauty']",['English'],"['United States', 'United Kingdom']",2014-05-30,97,758411779,7.0,362000,['PG'],2014,5,30,15.0,1,20162,0,0,3,926,2,1,7,1,0,2
Star Trek,796366,150000000,"['Chris Pine', 'Zachary Quinto', 'Simon Pegg', 'Leonard Nimoy', 'Eric Bana', 'Bruce Greenwood', 'Karl Urban', 'Zoe Saldana', 'John Cho', 'Anton Yelchin', 'Ben Cross', 'Winona Ryder', 'Chris Hemsworth', 'Jennifer Morrison', 'Rachel Nichols', 'Faran Tahir', 'Clifton Collins Jr.', 'Tony Elias']","['Gene Roddenberry', 'J.J. Abrams', 'Roberto Orci', 'Alex Kurtzman']","['Paramount Pictures', 'Spyglass Entertainment', 'Bad Robot']","['Action', 'Adventure', 'Sci-Fi']","['automobile', 'car', 'part of series', 'bra', 'father son relationship']",['English'],"['United States', 'Germany']",2009-05-20,127,385680446,7.9,593000,['PG-13'],2009,5,20,16.333333333333332,1,38079,3,1,3,980,2,1,4,1,116,4
Fantastic Beasts and Where to Find Them,3183660,180000000,"['Eddie Redmayne', 'Katherine Waterston', 'Alison Sudol', 'Dan Fogler', 'Sam Redford', 'Scott Goldman', 'Tim Bentinck', 'Tristan Tait', 'Colin Farrell', 'Tom Clarke Hill', 'Matthew Sim', 'Samantha Morton', 'Ezra Miller', 'Faith Wood-Blagrove', 'Jenn Murray', 'Cory Peterson', 'Lucie Pohl', 'Peter Breitmayer']","['J.K. Rowling', 'David Yates']","['Heyday Films', 'Warner Bros.']","['Adventure', 'Family', 'Fantasy']","['magic', 'wizard', 'suitcase', 'based on novel', 'magical creature']","['English', 'Central Khmer']","['United Kingdom', 'United States']",2016-11-18,132,814044001,7.3,435000,['PG-13'],2016,11,18,17.666666666666668,1,15963,0,0,2,718,2,1,7,1,165,4
War of the Worlds,407304,132000000,"['Tom Cruise', 'Dakota Fanning', 'Tim Robbins', 'Miranda Otto', 'Justin Chatwin', 'Rick Gonzalez', 'Yul Vazquez', 'Lenny Venito', 'Lisa Ann Walter', 'Ann Robinson', 'Gene Barry', 'David Alan Basche', 'Roz Abrams', 'Michael Brownlee', 'Camillia Monet', 'Marlon Young', 'John Eddins', 'Peter Gerety']","['H.G. Wells', 'Josh Friedman', 'David Koepp', 'Steven Spielberg']","['Paramount Pictures', 'Dreamworks Pictures', 'Amblin Entertainment']","['Action', 'Adventure', 'Sci-Fi']","['alien', 'survival', 'underground', 'mass death', 'escape']",['English'],['United States'],2005-06-29,116,603873119,6.5,433000,['PG-13'],2005,6,29,16.333333333333332,1,22907,0,0,3,995,3,0,4,1,153,4
X-Men: The Last Stand,376994,210000000,"['Patrick Stewart', 'Hugh Jackman', 'Halle Berry', 'Famke Janssen', 'Ian McKellen', 'Anna Paquin', 'Kelsey Grammer', 'James Marsden', 'Rebecca Romijn', 'Shawn Ashmore', 'Aaron Stanford', 'Vinnie Jones', 'Elliot Page', 'Daniel Cudmore', 'Ben Foster', 'Michael Murphy', 'Dania Ramirez', 'Shohreh Aghdashloo']","['Zak Penn', 'Simon Kinberg', 'Brett Ratner']","['Twentieth Century Fox', 'Marvel Enterprises', ""Donners' Company""]","['Action', 'Adventure', 'Sci-Fi']","['x men', 'walking through a wall', 'superhero team', 'logan character', 'erik lehnsherr character']",['English'],"['United States', 'United Kingdom', 'Canada']",2006-08-04,104,460435291,6.7,500000,['PG-13'],2006,8,4,16.333333333333332,0,33912,1,0,3,1040,3,1,7,1,0,4
Beverly Hills Cop,86960,13000000,"['Eddie Murphy', 'Judge Reinhold', 'John Ashton', 'Lisa Eilbacher', 'Ronny Cox', 'Steven Berkoff', 'James Russo', 'Jonathan Banks', 'Stephen Elliott', 'Gilbert R. Hill', 'Art Kimbro', 'Joel Bailey', 'Bronson Pinchot', 'Paul Reiser', 'Michael Champion', 'Frank Pesce', 'Gene Borkan', 'Michael Gregory']","['Martin Brest', 'Danilo Bach', 'Daniel Petrie Jr.']","['Paramount Pictures', 'Don Simpson/Jerry Bruckheimer Films', 'Eddie Murphy Productions']","['Action', 'Comedy', 'Crime', 'Thriller']","['thrown through a window', 'death of friend', 'police brutality', 'murder', 'beverly hills california']",['English'],['United States'],1984-12-05,105,316360478,7.3,176000,['R'],1984,12,5,11.25,1,16893,0,0,3,967,3,0,4,1,64,1
Brave,1217209,185000000,"['Kelly Macdonald', 'Billy Connolly', 'Emma Thompson', 'Julie Walters', 'Robbie Coltrane', 'Kevin McKidd', 'Craig Ferguson', 'Sally Kinghorn', 'Eilidh Fraser', 'Peigi Barker', 'Steven Cree', 'Steve Purcell', ""Callum O'Neill"", 'Patrick Doyle', 'John Ratzenberger', 'John Hasler']","['Brenda Chapman', 'Steve Purcell', 'Mark Andrews']","['Walt Disney Pictures', 'Pixar Animation Studios']","['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['princess', 'mother daughter relationship', 'archery', 'female warrior', 'rebellious daughter']",['English'],"['United States', 'United Kingdom']",2012-07-06,93,538983207,7.1,393000,['PG'],2012,7,6,16.8,1,21392,1,1,2,773,2,1,7,1,98,2
Oz the Great and Powerful,1623205,215000000,"['James Franco', 'Michelle Williams', 'Rachel Weisz', 'Mila Kunis', 'Zach Braff', 'Bill Cobbs', 'Joey King', 'Tony Cox', 'Stephen R. Hart', 'Abigail Spencer', 'Bruce Campbell', 'Ted Raimi', 'Tim Holmes', 'Toni Wynne', 'Rob Crites', 'William Dick', 'Gene Jones', 'John Lord Booth III']","['Sam Raimi', 'David Lindsay-Abaire', 'Mitchell Kapner', 'L. Frank Baum']","['Walt Disney Pictures', 'Roth Films']","['Adventure', 'Family', 'Fantasy']","['year 1905', 'glinda the good character', '3 dimensional', 'camera focus on female butt', 'cloak']",['English'],['United States'],2013-03-08,130,493311825,6.3,204000,['PG'],2013,3,8,17.666666666666668,0,22362,0,0,2,750,2,1,4,1,0,2
Furious 6,1905041,160000000,"['Vin Diesel', 'Paul Walker', 'Dwayne Johnson', 'Michelle Rodriguez', 'Jordana Brewster', 'Tyrese Gibson', 'Sung Kang', 'Gal Gadot', 'Ludacris', 'Luke Evans', 'Elsa Pataky', 'Gina Carano', 'Clara Paget', 'Kim Kold', 'Joe Taslim', 'Samuel M. Stewart', 'Benjamin Davies', 'Matthew Stirling']","['Gary Scott Thompson', 'Chris Morgan', 'Justin Lin']","['Universal Pictures', 'Relativity Media', 'Original Film']","['Action', 'Adventure', 'Thriller']","['canary islands', 'reference to spain', 'reference to the incredible hulk', 'humvee', ""brian o'conner character""]","['English', 'Spanish', 'Russian', 'Japanese', 'Cantonese', 'Dutch']","['United States', 'Japan', 'Spain', 'United Kingdom']",2013-05-24,130,788680968,7.0,384000,['PG-13'],2013,5,24,15.666666666666666,1,32781,8,1,3,938,2,0,9,9,0,4
Shrek Forever After,892791,165000000,"['Mike Myers', 'Cameron Diaz', 'Eddie Murphy', 'Antonio Banderas', 'Julie Andrews', 'Jon Hamm', 'John Cleese', 'Walt Dohrn', 'Jane Lynch', 'Craig Robinson', 'Lake Bell', 'Kathy Griffin', 'Mary Kay Place', 'Kristen Schaal', 'Meredith Vieira', 'Ryan Seacrest', 'Cody Cameron', 'Larry King']","['Josh Klausner', 'William Steig', 'Mike Mitchell', 'Darren Lemke']","['DreamWorks Animation', 'Pacific Data Images (PDI)']","['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']","['ogre', 'donkey', 'alternate timeline', 'friend', 'deal']",['English'],['United States'],2010-05-21,93,752600867,6.3,195000,['PG'],2010,5,21,15.166666666666666,1,36844,3,1,2,771,2,1,4,1,58,2
I Am Legend,480249,150000000,"['Will Smith', 'Alice Braga', 'Charlie Tahan', 'Salli Richardson-Whitfield', 'Willow Smith', 'Darrell Foster', 'April Grace', 'Dash Mihok', 'Joanna Numata', 'Abbey', 'Kona', 'Samuel Glen', 'James McCauley', 'Marin Ireland', 'Pedro Mojica', 'Anthony C. Mazza', 'Steve Cirbus', 'Calista Hill']","['Richard Matheson', 'Akiva Goldsman', 'Francis Lawrence', 'Mark Protosevich']","['Warner Bros.', 'Village Roadshow Pictures', 'Weed Road Pictures']","['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']","['virus', 'post apocalypse', 'new york city', 'loneliness', 'survivalist']",['English'],['United States'],2007-12-14,101,585410052,7.2,722000,['PG-13'],2007,12,14,13.0,1,12303,0,0,3,860,2,0,4,1,146,4
Ghostbusters,87332,30000000,"['Bill Murray', 'Dan Aykroyd', 'Sigourney Weaver', 'Harold Ramis', 'Rick Moranis', 'Annie Potts', 'William Atherton', 'Ernie Hudson', 'David Margulies', 'Steven Tash', 'Jennifer Runyon', 'Slavitza Jovan', 'Michael Ensign', 'Alice Drummond', 'Jordan Charney', 'Timothy Carhart', 'John Rothman', 'Tom McDermott']","['Harold Ramis', 'Ivan Reitman', 'Rick Moranis', 'Dan Aykroyd']","['Columbia Pictures', 'Delphi Films', 'Black Rhino Productions']","['Action', 'Comedy', 'Fantasy', 'Sci-Fi']","['ghost', 'ghostbuster', 'scientist', 'paranormal investigation team', 'supernatural being']",['English'],['United States'],1984-06-08,105,296578797,7.8,388000,['PG'],1984,6,8,14.5,1,22307,0,0,3,403,1,0,4,1,131,2
Pirates of the Caribbean: On Stranger Tides,1298650,250000000,"['Johnny Depp', 'Penélope Cruz', 'Ian McShane', 'Geoffrey Rush', 'Kevin McNally', 'Sam Claflin', 'Astrid Bergès-Frisbey', 'Stephen Graham', 'Keith Richards', 'Richard Griffiths', 'Greg Ellis', ""Damian O'Hare"", 'Óscar Jaenada', 'Anton Lesser', 'Roger Allam', 'Judi Dench', 'Christopher Fairbank', 'Paul Bazely']","['Rob Marshall', 'Ted Elliott', 'Terry Rossio', 'Stuart Beattie']","['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Moving Picture Company (MPC)']","['Action', 'Adventure', 'Fantasy']","['pirate', 'blackbeard', 'captain', 'soldier', 'spaniard']","['English', 'Spanish']","['United States', 'United Kingdom']",2011-05-18,137,1045713802,6.6,503000,['PG-13'],2011,5,18,17.0,1,33476,0,0,3,790,2,1,7,4,122,4
My Big Fat Greek Wedding,259446,5000000,"['Nia Vardalos', 'John Corbett', 'Michael Constantine', 'Christina Eleusiniotis', 'Kaylee Vieira', 'John Kalangis', 'Lainie Kazan', 'Marita Zouravlioff', 'Sarah Osman', 'Petra Wildgoose', 'Melissa Todd', 'Bess Meisler', 'Andrea Martin', 'Louis Mandylor', 'Gerry Mendicino', 'Stavroula Logothettis', 'Constantine Tsapralis', 'Gia Carides']","['Joel Zwick', 'Nia Vardalos']","['Gold Circle Films', 'Home Box Office (HBO)', 'MPH Entertainment Productions']","['Comedy', 'Drama', 'Romance']","['greek restaurant', 'culture clash', 'greek', 'wedding', 'cross cultural relationship']","['English', 'Greek']","['Canada', 'United States']",2002-08-02,95,368744044,6.6,127000,['PG'],2002,8,2,6.666666666666667,0,6010,0,0,3,533,0,0,5,1,124,2
Bruce Almighty,315327,81000000,"['Jim Carrey', 'Jennifer Aniston', 'Morgan Freeman', 'Philip Baker Hall', 'Catherine Bell', 'Lisa Ann Walter', 'Steve Carell', 'Nora Dunn', 'Eddie Jemison', 'Paul Satterfield', 'Mark Kiely', 'Sally Kirkland', 'Tony Bennett', 'Timothy Di Pri', 'Brian Tahash', 'Lou Felder', 'Lillian Adams', 'Christopher Darga']","['Tom Shadyac', 'Steve Koren', ""Mark O'Keefe"", 'Steve Oedekerk']","['Spyglass Entertainment', 'Universal Pictures', 'Shady Acres Entertainment']","['Comedy', 'Fantasy']","['supernatural power', 'breast expansion', 'divine intervention', 'playing with own breasts', 'breasts growing']","['English', 'Spanish']",['United States'],2003-05-23,101,484592874,6.8,388000,['PG-13'],2003,5,23,13.5,1,19526,0,0,3,674,1,0,4,4,152,4
